time [ns], J [arb. u.]
2.910970323441146590e+00,4.715238112546120061e-03
2.915971990663554170e+00,1.074662774245996669e-02
2.920973657885961750e+00,1.212961553531875444e-02
2.925975325108369329e+00,2.756733805357615159e-03
2.930976992330776909e+00,5.095254292684512493e-03
2.935978659553184045e+00,9.897164870836182640e-03
2.940980326775591625e+00,7.792623497557127701e-03
2.945981993997999204e+00,6.209466167256893522e-03
2.950983661220406340e+00,8.841843319647157973e-03
2.955985328442813920e+00,4.874041920848799087e-03
2.960986995665221500e+00,1.009690908411773995e-02
2.965988662887629079e+00,1.051214345289349858e-02
2.970990330110036659e+00,1.173368030079691669e-02
2.975991997332443795e+00,8.713155717412580936e-03
2.980993664554851375e+00,8.992274501519579091e-03
2.985995331777258954e+00,1.178341512608641756e-02
2.990996998999666090e+00,5.185423540820077726e-03
2.995998666222073670e+00,8.193341538423682194e-03
3.001000333444481250e+00,2.701018964856948153e-03
3.006002000666888829e+00,3.529496567039184726e-03
3.011003667889296409e+00,6.089750731985330533e-03
3.016005335111703545e+00,1.129131135326361113e-02
3.021007002334111124e+00,2.504322526791686460e-03
3.026008669556518704e+00,2.966189702014956735e-03
3.031010336778925840e+00,1.094821856411734573e-02
3.036012004001333420e+00,8.024874698016243313e-03
3.041013671223740999e+00,5.588772061935738319e-03
3.046015338446148579e+00,6.468840606966710406e-03
3.051017005668556159e+00,4.327443707550468130e-03
3.056018672890963295e+00,6.091382067118300721e-03
3.061020340113370874e+00,6.472140801079943190e-03
3.066022007335778454e+00,9.460193449346593342e-03
3.071023674558185590e+00,9.002546745785981741e-03
3.076025341780593170e+00,6.408816742640906575e-03
3.081027009003000749e+00,2.781138717893293262e-03
3.086028676225408329e+00,8.712067025512410315e-03
3.091030343447815909e+00,1.011594171452306554e-02
3.096032010670223045e+00,1.135416477237611438e-02
3.101033677892630624e+00,1.055010847796714925e-02
3.106035345115038204e+00,4.637696236961527836e-03
3.111037012337445340e+00,9.963560177811463248e-03
3.116038679559852920e+00,8.658723539194260535e-03
3.121040346782260499e+00,6.140940274720401056e-03
3.126042014004668079e+00,1.078322535251144583e-02
3.131043681227075659e+00,5.128403538373019904e-03
3.136045348449482795e+00,3.108692077280021497e-03
3.141047015671890374e+00,5.762358200035065312e-03
3.146048682894297954e+00,8.660869646742869188e-03
3.151050350116705090e+00,8.667048314783725241e-03
3.156052017339112670e+00,9.181358464095523003e-03
3.161053684561520249e+00,1.058069741855873110e-02
3.166055351783927829e+00,1.533913382727160324e-03
3.171057019006335409e+00,3.843211354614069902e-03
3.176058686228742545e+00,6.330144109716264941e-03
3.181060353451150124e+00,3.803173717140201360e-03
3.186062020673557704e+00,1.854841771296675268e-03
3.191063687895964840e+00,4.498823135771081762e-03
3.196065355118372420e+00,2.792606087185810215e-03
3.201067022340779999e+00,5.761113938202677871e-03
3.206068689563187579e+00,9.114913905622573989e-03
3.211070356785595159e+00,7.820045332590992368e-03
3.216072024008002295e+00,6.254325571554532684e-03
3.221073691230409874e+00,8.029686891980657160e-03
3.226075358452817454e+00,6.983819575812781622e-03
3.231077025675224590e+00,5.778669516109275275e-03
3.236078692897632170e+00,1.080935561633549619e-02
3.241080360120039749e+00,9.934342088993236911e-03
3.246082027342447329e+00,3.507448739350917978e-03
3.251083694564854909e+00,8.344669987729648811e-03
3.256085361787262045e+00,1.295357227616958720e-03
3.261087029009669624e+00,2.367450306338278205e-03
3.266088696232077204e+00,3.234920678040937268e-03
3.271090363454484340e+00,6.727606347181065705e-03
3.276092030676891920e+00,5.410075975324763961e-03
3.281093697899299499e+00,1.609436041054228706e-03
3.286095365121707079e+00,2.192108057722898413e-03
3.291097032344114659e+00,5.714277145257522401e-03
3.296098699566521795e+00,2.223580818387527192e-03
3.301100366788929374e+00,8.588871780306390341e-03
3.306102034011336954e+00,6.162059658497705261e-03
3.311103701233744090e+00,1.057066693594962969e-02
3.316105368456151670e+00,9.272222733212933179e-03
3.321107035678559249e+00,9.121312605217377426e-03
3.326108702900966829e+00,5.210359693350013165e-03
3.331110370123374409e+00,1.903634519621883901e-03
3.336112037345781545e+00,5.908042981982722201e-03
3.341113704568189124e+00,4.502257798548877157e-03
3.346115371790596704e+00,6.249432552543708781e-03
3.351117039013003840e+00,2.590197143892341430e-03
3.356118706235411420e+00,5.487656569302758192e-03
3.361120373457818999e+00,8.283710921752888978e-03
3.366122040680226579e+00,9.999059103948798599e-03
3.371123707902634159e+00,4.328136008597046475e-03
3.376125375125041295e+00,8.321887612724109332e-03
3.381127042347448874e+00,7.269197436774524346e-03
3.386128709569856454e+00,6.611427671947360182e-03
3.391130376792263590e+00,7.568675563308491618e-04
3.396132044014671170e+00,3.114921367404799822e-03
3.401133711237078749e+00,2.861466078157626648e-03
3.406135378459486329e+00,5.561286338541402731e-03
3.411137045681893909e+00,3.372474106342162811e-03
3.416138712904301045e+00,9.599388462671864727e-03
3.421140380126708624e+00,6.709010850771188368e-03
3.426142047349116204e+00,7.656609000000288816e-03
3.431143714571523340e+00,4.601663305712008420e-03
3.436145381793930920e+00,7.887160251870299621e-03
3.441147049016338499e+00,9.106324418398724363e-03
3.446148716238746079e+00,6.263044274968498221e-03
3.451150383461153659e+00,3.306989159168804635e-03
3.456152050683560795e+00,4.116611572381054067e-03
3.461153717905968374e+00,7.583248158886002344e-03
3.466155385128375954e+00,1.598230431170482744e-03
3.471157052350783090e+00,7.529281533421619890e-03
3.476158719573190670e+00,5.421373066191519444e-03
3.481160386795598249e+00,7.621882660366762971e-03
3.486162054018005829e+00,3.483997189260417630e-03
3.491163721240413409e+00,6.061289471522591024e-03
3.496165388462820545e+00,2.687367387280787702e-03
3.501167055685228124e+00,7.178315107576538172e-03
3.506168722907635704e+00,2.780787883424673101e-03
3.511170390130042840e+00,3.092700826938059137e-03
3.516172057352450420e+00,7.159961527586661267e-03
3.521173724574857999e+00,1.029634848111855676e-02
3.526175391797265579e+00,8.613703720025685890e-04
3.531177059019673159e+00,9.083062499815351687e-03
3.536178726242080295e+00,7.379477013281623803e-03
3.541180393464487874e+00,1.019319243066696412e-02
3.546182060686895454e+00,9.635873483154921981e-03
3.551183727909302590e+00,2.000038908087980669e-03
3.556185395131710170e+00,9.509715079742075972e-03
3.561187062354117749e+00,7.615489177077155482e-03
3.566188729576525329e+00,7.904277276056985782e-03
3.571190396798932909e+00,5.527420550706092610e-03
3.576192064021340045e+00,2.764216794692805380e-03
3.581193731243747624e+00,9.909036737800793956e-03
3.586195398466155204e+00,1.645314103221029098e-03
3.591197065688562340e+00,3.692305284953418393e-03
3.596198732910969920e+00,9.573244104430856175e-03
3.601200400133377499e+00,8.844573332794652618e-03
3.606202067355785079e+00,6.536164894095920254e-03
3.611203734578192659e+00,4.812404701347375302e-03
3.616205401800599795e+00,4.286251580263038610e-03
3.621207069023007374e+00,7.255402588607431230e-03
3.626208736245414954e+00,7.465626677007790486e-03
3.631210403467822090e+00,3.599821240699129475e-03
3.636212070690229670e+00,2.308145612632759355e-03
3.641213737912637249e+00,5.092895774283479407e-03
3.646215405135044829e+00,2.145784932127042625e-03
3.651217072357452409e+00,2.016324831651770781e-03
3.656218739579859545e+00,4.726753731269147871e-03
3.661220406802267124e+00,6.609961272647336267e-03
3.666222074024674704e+00,2.156713530166009824e-03
3.671223741247081840e+00,5.448630217503621330e-03
3.676225408469489420e+00,8.530931158831161175e-04
3.681227075691896999e+00,5.008527647337676983e-03
3.686228742914304579e+00,7.548304070710483080e-03
3.691230410136712159e+00,8.704165727378160994e-03
3.696232077359119295e+00,8.098242139656274680e-03
3.701233744581526874e+00,1.010408824825085802e-02
3.706235411803934454e+00,5.401793735592764004e-04
3.711237079026341590e+00,7.504295527933194793e-03
3.716238746248749170e+00,4.158321383716817414e-03
3.721240413471156749e+00,5.486895209891605278e-03
3.726242080693564329e+00,6.717583541533058041e-03
3.731243747915971909e+00,3.374289893750103807e-03
3.736245415138379045e+00,6.408899453790539019e-03
3.741247082360786624e+00,7.409954802188574961e-03
3.746248749583194204e+00,5.170105181999252834e-03
3.751250416805601340e+00,2.116972612602132601e-03
3.756252084028008920e+00,2.220626854269343049e-03
3.761253751250416499e+00,7.688054958349010114e-03
3.766255418472824079e+00,5.844330977052012224e-03
3.771257085695231659e+00,2.234246434570013717e-03
3.776258752917638795e+00,8.779807246054009348e-03
3.781260420140046374e+00,5.868352129653278855e-03
3.786262087362453954e+00,4.526988650611889903e-03
3.791263754584861090e+00,8.672332423680628169e-04
3.796265421807268670e+00,3.317918978665781223e-03
3.801267089029676249e+00,2.850113343970496656e-03
3.806268756252083829e+00,2.756779348432620430e-03
3.811270423474491409e+00,3.390215728264339701e-04
3.816272090696898545e+00,7.119987889214530498e-04
3.821273757919306124e+00,3.029311783905609939e-03
3.826275425141713704e+00,3.933060563923519368e-03
3.831277092364120840e+00,3.519651596592007076e-03
3.836278759586528420e+00,5.781132323942739411e-03
3.841280426808935999e+00,1.028077776846913474e-03
3.846282094031343579e+00,4.158106336401064078e-03
3.851283761253751159e+00,1.015762971258256028e-02
3.856285428476158295e+00,3.811519767547063859e-03
3.861287095698565874e+00,9.924827551030804967e-03
3.866288762920973454e+00,5.382922813625118505e-04
3.871290430143380590e+00,8.318423671029430075e-03
3.876292097365788170e+00,8.362941179001218833e-03
3.881293764588195749e+00,3.104651052594778297e-03
3.886295431810603329e+00,6.642981024476268294e-03
3.891297099033010909e+00,4.990980769032244031e-03
3.896298766255418045e+00,3.500830239191998587e-03
3.901300433477825624e+00,6.704046765531623299e-03
3.906302100700233204e+00,9.852622169628411260e-04
3.911303767922640340e+00,1.108498831791852055e-03
3.916305435145047920e+00,9.452301329298546523e-03
3.921307102367455499e+00,9.834958047696108763e-03
3.926308769589863079e+00,9.243251233839254455e-03
3.931310436812270659e+00,6.060125335708518683e-03
3.936312104034677795e+00,2.801804690134171352e-03
3.941313771257085374e+00,9.765893672908998804e-03
3.946315438479492954e+00,6.326855917082437920e-03
3.951317105701900090e+00,2.140366319558977904e-04
3.956318772924307670e+00,5.224512256020019153e-03
3.961320440146715249e+00,2.677301825582021570e-03
3.966322107369122829e+00,1.268949564073001317e-03
3.971323774591530409e+00,2.942104082725464573e-03
3.976325441813937545e+00,6.281964928050883662e-03
3.981327109036345124e+00,4.357955763650724415e-03
3.986328776258752704e+00,8.018966676255869647e-03
3.991330443481159840e+00,7.279578009263501948e-04
3.996332110703567420e+00,9.372135935982092367e-03
4.001333777925974999e+00,6.066059238120620825e-03
4.006335445148382135e+00,6.996825498643536971e-03
4.011337112370790159e+00,1.006621501101101837e-02
4.016338779593197295e+00,5.131317653004075115e-03
4.021340446815605318e+00,5.184431067346605485e-03
4.026342114038012454e+00,9.938524132252900267e-03
4.031343781260419590e+00,6.316538720274748712e-03
4.036345448482827614e+00,6.615122329624690579e-03
4.041347115705234749e+00,2.683954839123367693e-03
4.046348782927641885e+00,5.129331056304371750e-03
4.051350450150049909e+00,1.495714673733800938e-03
4.056352117372457045e+00,6.994667417302486388e-03
4.061353784594864180e+00,2.782359108433960036e-03
4.066355451817272204e+00,5.719077978405031834e-03
4.071357119039679340e+00,5.494272540414171443e-03
4.076358786262087364e+00,9.679058612544011106e-03
4.081360453484494499e+00,1.007980207764361605e-02
4.086362120706901635e+00,9.061481390702853453e-03
4.091363787929309659e+00,1.696341697843959783e-03
4.096365455151716795e+00,1.905251185200167651e-03
4.101367122374124818e+00,2.506186785195348068e-03
4.106368789596531954e+00,6.789409339454252623e-03
4.111370456818939090e+00,2.886483944612106760e-04
4.116372124041347114e+00,4.520730203749839630e-03
4.121373791263754249e+00,3.470719800580669180e-03
4.126375458486161385e+00,2.498538111744689257e-03
4.131377125708569409e+00,4.481252411886187288e-03
4.136378792930976545e+00,2.457065567739267521e-03
4.141380460153383680e+00,5.940775264351297498e-03
4.146382127375791704e+00,3.531076892207802610e-03
4.151383794598198840e+00,3.702464725283192374e-03
4.156385461820606864e+00,2.829295477429762725e-03
4.161387129043013999e+00,4.920756563079507588e-03
4.166388796265421135e+00,7.959116411146939865e-03
4.171390463487829159e+00,4.902850201118321913e-03
4.176392130710236295e+00,5.245925012014065331e-03
4.181393797932644318e+00,5.920350683843227275e-03
4.186395465155051454e+00,3.156002440472852402e-03
4.191397132377458590e+00,3.559056582681220660e-03
4.196398799599866614e+00,7.386335589570939761e-03
4.201400466822273749e+00,8.415168308367779876e-03
4.206402134044680885e+00,6.991968693206719772e-03
4.211403801267088909e+00,9.130365409278201269e-03
4.216405468489496045e+00,5.237728652895095281e-03
4.221407135711903180e+00,3.227074742540192442e-03
4.226408802934311204e+00,6.829990130132325248e-03
4.231410470156718340e+00,7.796898643883110047e-03
4.236412137379126364e+00,5.208943321438304526e-03
4.241413804601533499e+00,4.179165081515071479e-04
4.246415471823940635e+00,1.270357101729343218e-03
4.251417139046348659e+00,9.581653611221116126e-03
4.256418806268755795e+00,9.567451413240257371e-03
4.261420473491163818e+00,4.751273311941886686e-03
4.266422140713570954e+00,9.788012852097639424e-03
4.271423807935978090e+00,5.438308381702628910e-03
4.276425475158386114e+00,6.008093108138250031e-03
4.281427142380793249e+00,3.599307457689131327e-03
4.286428809603200385e+00,8.424337752503676183e-03
4.291430476825608409e+00,4.716332763569712830e-03
4.296432144048015545e+00,2.662302048804439294e-03
4.301433811270422680e+00,7.592041176776797087e-03
4.306435478492830704e+00,6.872142721023835610e-03
4.311437145715237840e+00,1.694650304845011991e-04
4.316438812937645864e+00,9.334658095027465949e-03
4.321440480160052999e+00,2.987426173996061106e-04
4.326442147382460135e+00,9.986483438534589710e-03
4.331443814604868159e+00,6.603965721503179086e-03
4.336445481827275295e+00,3.909554074991005573e-03
4.341447149049683318e+00,1.439721391447204655e-03
4.346448816272090454e+00,5.685956004931446567e-04
4.351450483494497590e+00,4.690856274364449754e-03
4.356452150716905614e+00,1.734878758109695057e-03
4.361453817939312749e+00,7.325097385677666051e-03
4.366455485161719885e+00,5.384187266970198033e-03
4.371457152384127909e+00,3.440849262940484220e-03
4.376458819606535044e+00,7.343733500564953928e-03
4.381460486828942180e+00,1.972381263828952222e-03
4.386462154051350204e+00,5.069822536368619528e-03
4.391463821273757340e+00,2.650654496730106384e-03
4.396465488496165364e+00,4.785786676753077395e-04
4.401467155718572499e+00,5.734160489192140220e-03
4.406468822940979635e+00,4.769032805784153249e-03
4.411470490163387659e+00,2.309349060424861224e-04
4.416472157385794794e+00,1.709532426562795004e-03
4.421473824608202818e+00,1.778714843976920501e-03
4.426475491830609954e+00,1.525653966349767646e-03
4.431477159053017090e+00,6.026927563113325566e-03
4.436478826275425114e+00,9.909860330883353205e-03
4.441480493497832249e+00,1.984123793078220463e-04
4.446482160720239385e+00,1.758778654256520609e-03
4.451483827942647409e+00,1.511611640194383127e-03
4.456485495165054544e+00,4.349671137258598851e-03
4.461487162387461680e+00,1.484659377017002839e-03
4.466488829609869704e+00,3.425952768322807190e-03
4.471490496832276840e+00,4.354256330240082384e-04
4.476492164054684864e+00,5.023443757157658451e-03
4.481493831277091999e+00,7.001128296525277114e-03
4.486495498499499135e+00,8.073123737125332752e-03
4.491497165721907159e+00,8.856406263122597322e-03
4.496498832944314294e+00,7.590176571180339699e-03
4.501500500166722318e+00,9.109053858378620555e-03
4.506502167389129454e+00,1.241829825308245639e-03
4.511503834611536590e+00,7.659812210711722594e-03
4.516505501833944614e+00,2.413630608206081794e-03
4.521507169056351749e+00,3.586098894390949560e-03
4.526508836278758885e+00,4.201807886459751635e-04
4.531510503501166909e+00,9.141521699054858379e-04
4.536512170723574044e+00,9.907531634846897944e-03
4.541513837945981180e+00,6.150070497875356063e-03
4.546515505168389204e+00,2.897919353638587592e-04
4.551517172390796340e+00,2.453126922059819474e-03
4.556518839613204364e+00,2.814183335643274074e-03
4.561520506835611499e+00,9.355843217287782357e-03
4.566522174058018635e+00,5.512304317323047168e-03
4.571523841280426659e+00,7.313994642015740795e-03
4.576525508502833794e+00,1.341857263208534948e-03
4.581527175725241818e+00,7.675395312084123088e-03
4.586528842947648954e+00,7.136082401352857388e-03
4.591530510170056090e+00,5.931607024587086038e-03
4.596532177392464114e+00,9.601454005417724147e-03
4.601533844614871249e+00,1.590712423472162487e-03
4.606535511837278385e+00,4.647665210763348223e-03
4.611537179059686409e+00,5.195603932189316217e-03
4.616538846282093544e+00,1.578756301072096677e-03
4.621540513504500680e+00,4.527286320308156024e-03
4.626542180726908704e+00,3.621600083963018822e-03
4.631543847949315840e+00,8.824333089086863063e-03
4.636545515171723864e+00,2.334508852844606897e-03
4.641547182394130999e+00,7.741108378854696763e-03
4.646548849616538135e+00,2.616714230603841163e-03
4.651550516838946159e+00,6.284676543367948183e-03
4.656552184061353294e+00,9.053412970724539210e-03
4.661553851283761318e+00,3.488779522381957581e-03
4.666555518506168454e+00,9.763056174141035784e-03
4.671557185728575590e+00,3.021533201341449881e-03
4.676558852950983614e+00,2.915495992567177039e-03
4.681560520173390749e+00,7.175600929041039272e-03
4.686562187395797885e+00,3.710981839953620895e-03
4.691563854618205909e+00,5.886853066690538559e-03
4.696565521840613044e+00,8.376270336979246486e-03
4.701567189063020180e+00,3.502039912684774738e-03
4.706568856285428204e+00,9.216705762544083816e-03
4.711570523507835340e+00,3.434254989418949848e-03
4.716572190730243364e+00,7.665770774585090215e-03
4.721573857952650499e+00,5.741747256069548548e-03
4.726575525175057635e+00,1.635092896983290694e-04
4.731577192397465659e+00,7.693554189638813351e-03
4.736578859619872794e+00,2.143039259444174706e-03
4.741580526842280818e+00,2.825467463106705671e-03
4.746582194064687954e+00,7.389971252806414211e-03
4.751583861287095090e+00,5.501533566350619471e-03
4.756585528509503114e+00,3.784530732138506430e-03
4.761587195731910249e+00,7.759253761016614119e-03
4.766588862954317385e+00,9.995478951823962011e-03
4.771590530176725409e+00,6.977016839164866882e-03
4.776592197399132544e+00,6.013978699286836021e-04
4.781593864621539680e+00,2.429769799070853782e-03
4.786595531843947704e+00,9.103023224392492452e-03
4.791597199066354840e+00,8.173769908012011500e-04
4.796598866288762864e+00,5.462792539842447823e-03
4.801600533511169999e+00,8.087212786418775459e-03
4.806602200733577135e+00,2.453858237377350583e-03
4.811603867955985159e+00,6.457566150650035502e-03
4.816605535178392294e+00,9.590938729209666849e-03
4.821607202400800318e+00,3.148608538903461575e-03
4.826608869623207454e+00,3.659713865828482897e-04
4.831610536845614590e+00,4.134918058667175732e-03
4.836612204068022614e+00,1.898816373459327050e-03
4.841613871290429749e+00,9.681271356344049728e-03
4.846615538512836885e+00,4.950204331023518207e-03
4.851617205735244909e+00,1.322160838056158174e-04
4.856618872957652044e+00,4.797863070457005007e-04
4.861620540180059180e+00,5.616903831463179037e-03
4.866622207402467204e+00,4.905620167772294614e-03
4.871623874624874340e+00,8.098904874129503675e-03
4.876625541847282364e+00,6.763528052874218446e-03
4.881627209069689499e+00,1.983211899967846363e-04
4.886628876292096635e+00,1.201129266195650374e-03
4.891630543514504659e+00,5.438395145586596112e-03
4.896632210736911794e+00,7.741238779423417413e-03
4.901633877959319818e+00,6.417124513830764140e-03
4.906635545181726954e+00,1.167345909481501800e-03
4.911637212404134090e+00,5.140654923465652615e-03
4.916638879626542113e+00,3.134101504992895838e-03
4.921640546848949249e+00,5.751879398941317154e-03
4.926642214071356385e+00,1.587301748480546585e-03
4.931643881293764409e+00,3.725246213885081720e-03
4.936645548516171544e+00,8.963820705894149504e-03
4.941647215738578680e+00,7.048158244262492725e-03
4.946648882960986704e+00,9.310480921809386953e-03
4.951650550183393840e+00,2.016243979507849858e-03
4.956652217405801863e+00,5.866572956095138409e-03
4.961653884628208999e+00,4.718715219646108655e-03
4.966655551850616135e+00,7.440166138976297278e-03
4.971657219073024159e+00,2.062265619472141310e-04
4.976658886295431294e+00,6.394602328066248745e-03
4.981660553517839318e+00,1.154187196603050124e-03
4.986662220740246454e+00,7.159160347928255133e-03
4.991663887962653590e+00,9.794940318018880571e-03
4.996665555185061613e+00,4.173404343459806952e-03
5.001667222407468749e+00,6.052713281077933861e-03
5.006668889629875885e+00,3.875714952179093106e-03
5.011670556852283909e+00,6.019235865510465765e-03
5.016672224074691044e+00,5.361868577090607609e-03
5.021673891297098180e+00,3.603406720315398010e-03
5.026675558519506204e+00,5.355815588981562188e-03
5.031677225741913340e+00,3.349433366965450833e-03
5.036678892964321363e+00,7.652963485046180778e-03
5.041680560186728499e+00,5.224314684461263576e-03
5.046682227409135635e+00,7.620114135386425042e-03
5.051683894631543659e+00,2.866426875679829039e-03
5.056685561853950794e+00,1.126732636389686472e-03
5.061687229076358818e+00,9.527031913872930496e-03
5.066688896298765954e+00,4.150089020452742833e-03
5.071690563521173090e+00,2.321507057333739316e-03
5.076692230743581113e+00,5.657142865825111680e-03
5.081693897965988249e+00,4.534769156395923248e-03
5.086695565188395385e+00,5.553694638797027723e-04
5.091697232410803409e+00,4.072026241324961174e-03
5.096698899633210544e+00,1.306007580850814150e-03
5.101700566855617680e+00,4.244251669878944082e-04
5.106702234078025704e+00,9.985157409913484813e-03
5.111703901300432840e+00,9.054155686874966122e-03
5.116705568522840863e+00,3.051850833440253492e-03
5.121707235745247999e+00,4.704776498195171672e-03
5.126708902967655135e+00,5.690818487986969458e-04
5.131710570190063159e+00,8.257255785500770134e-03
5.136712237412470294e+00,9.346517209190486480e-03
5.141713904634878318e+00,8.548529001155401319e-03
5.146715571857285454e+00,2.035143400651762038e-04
5.151717239079692590e+00,7.241092413596138429e-03
5.156718906302100613e+00,4.010427063024567772e-03
5.161720573524507749e+00,6.980359089347594644e-03
5.166722240746914885e+00,9.185051281321639227e-03
5.171723907969322909e+00,1.571834509968310888e-03
5.176725575191730044e+00,9.289284804456237818e-03
5.181727242414137180e+00,6.846288347427953447e-03
5.186728909636545204e+00,7.785362935610521881e-03
5.191730576858952340e+00,6.516777983259320825e-03
5.196732244081360363e+00,6.909225414348706996e-03
5.201733911303767499e+00,1.345104334405803357e-03
5.206735578526174635e+00,5.806174138706233882e-03
5.211737245748582659e+00,4.031945414145964371e-03
5.216738912970989794e+00,3.382645875696879689e-03
5.221740580193397818e+00,8.315488436559499708e-03
5.226742247415804954e+00,6.412412988045746061e-03
5.231743914638212090e+00,9.873687807931694552e-03
5.236745581860620113e+00,4.118069764975258729e-03
5.241747249083027249e+00,5.732064108807905650e-03
5.246748916305434385e+00,2.195708346854430802e-03
5.251750583527842409e+00,9.060147085973989378e-03
5.256752250750249544e+00,9.070731299231436784e-03
5.261753917972656680e+00,7.163719397354896198e-03
5.266755585195064704e+00,8.130682840710541301e-03
5.271757252417471840e+00,1.512615247680513175e-03
5.276758919639879863e+00,1.806371463997092893e-03
5.281760586862286999e+00,9.224388819212706384e-03
5.286762254084694135e+00,1.304071245193123363e-03
5.291763921307102159e+00,5.995684622072000071e-03
5.296765588529509294e+00,6.503789065160283690e-03
5.301767255751917318e+00,8.490398741325662010e-03
5.306768922974324454e+00,6.386564321835557292e-03
5.311770590196731590e+00,8.536855662846019703e-04
5.316772257419139613e+00,1.455449412084758776e-04
5.321773924641546749e+00,1.427799220946894022e-03
5.326775591863953885e+00,9.979582435473258878e-03
5.331777259086361909e+00,2.004611393191239443e-03
5.336778926308769044e+00,9.461220811830779037e-03
5.341780593531176180e+00,3.399848017005502928e-03
5.346782260753584204e+00,8.711381669103953479e-03
5.351783927975991340e+00,9.926105196076090431e-03
5.356785595198399363e+00,4.138390837966556858e-03
5.361787262420806499e+00,8.692683586202632970e-03
5.366788929643213635e+00,9.025303001877848716e-03
5.371790596865621659e+00,9.660783904339567685e-03
5.376792264088028794e+00,9.034096383787562634e-03
5.381793931310436818e+00,4.573622780158276800e-03
5.386795598532843954e+00,3.627563987153816470e-03
5.391797265755251090e+00,3.065020717995014469e-03
5.396798932977659113e+00,4.630651951847386885e-03
5.401800600200066249e+00,3.934132438064805691e-03
5.406802267422473385e+00,2.896191902294023568e-03
5.411803934644881409e+00,6.469729206270989456e-03
5.416805601867288544e+00,7.245909932731092046e-03
5.421807269089695680e+00,3.865071209384613252e-03
5.426808936312103704e+00,6.526173830983654847e-03
5.431810603534510840e+00,5.866935496514539758e-03
5.436812270756918863e+00,3.613067245663084681e-03
5.441813937979325999e+00,3.890623865397594035e-03
5.446815605201733135e+00,4.208251144500335834e-03
5.451817272424141159e+00,5.601580088714469248e-04
5.456818939646548294e+00,8.787760468550516457e-03
5.461820606868956318e+00,5.980080393113958517e-03
5.466822274091363454e+00,3.353186494861128825e-03
5.471823941313770590e+00,8.488940474328902919e-04
5.476825608536178613e+00,7.108495596694947190e-03
5.481827275758585749e+00,4.652175605154809657e-03
5.486828942980992885e+00,3.309044382016249931e-03
5.491830610203400909e+00,9.639608656864927932e-03
5.496832277425808044e+00,3.587653998943356529e-03
5.501833944648215180e+00,5.765878323841857299e-03
5.506835611870623204e+00,9.500619263004885309e-03
5.511837279093030340e+00,6.782830897815160867e-03
5.516838946315438363e+00,5.443678629344511806e-03
5.521840613537845499e+00,7.542355805491037304e-03
5.526842280760252635e+00,2.207529500381730583e-03
5.531843947982660659e+00,1.953722455242385640e-03
5.536845615205067794e+00,4.590753518638384344e-03
5.541847282427475818e+00,8.862149274719786571e-03
5.546848949649882954e+00,3.286199353097258528e-03
5.551850616872290090e+00,2.416444858512408909e-04
5.556852284094698113e+00,2.277188756526962038e-03
5.561853951317105249e+00,2.286196968521468642e-03
5.566855618539512385e+00,1.617768580990195954e-03
5.571857285761920409e+00,8.291166461215878410e-04
5.576858952984327544e+00,6.509035291526295113e-03
5.581860620206734680e+00,7.023213440620791094e-03
5.586862287429142704e+00,9.931198303675517480e-03
5.591863954651549840e+00,9.421820766793371008e-04
5.596865621873957863e+00,5.591738723948544952e-03
5.601867289096364999e+00,9.412752277528236428e-03
5.606868956318772135e+00,2.443520300474914288e-03
5.611870623541180159e+00,4.373198092635323581e-04
5.616872290763587294e+00,5.935134014310935145e-03
5.621873957985995318e+00,7.109801461210195697e-03
5.626875625208402454e+00,2.538445761659345688e-03
5.631877292430809590e+00,8.274201603690448451e-03
5.636878959653217613e+00,9.778777139850520703e-03
5.641880626875624749e+00,5.308482207353910735e-03
5.646882294098031885e+00,4.300413027282065821e-03
5.651883961320439909e+00,1.526340295012787148e-03
5.656885628542847044e+00,1.470924866264987450e-03
5.661887295765254180e+00,9.679151694536184194e-03
5.666888962987662204e+00,6.794792984583655944e-03
5.671890630210069340e+00,5.576405424785473713e-03
5.676892297432477363e+00,8.347773678613907428e-03
5.681893964654884499e+00,7.173277013110015282e-03
5.686895631877291635e+00,7.451368038267662357e-03
5.691897299099699659e+00,1.694305518051405059e-03
5.696898966322106794e+00,4.029402089183303608e-03
5.701900633544514818e+00,3.667664032573635362e-03
5.706902300766921954e+00,1.007599446836914513e-02
5.711903967989329090e+00,8.509249883705273867e-03
5.716905635211737113e+00,6.653589682933124666e-03
5.721907302434144249e+00,6.685818305196618468e-03
5.726908969656551385e+00,6.324887698012731339e-03
5.731910636878959409e+00,3.879848270015639599e-03
5.736912304101366544e+00,2.846143338313691603e-04
5.741913971323773680e+00,3.964668721650726341e-03
5.746915638546181704e+00,2.106493765274752503e-03
5.751917305768588839e+00,5.399883756197603737e-04
5.756918972990996863e+00,9.036117318773346022e-03
5.761920640213403999e+00,6.863947598161826945e-03
5.766922307435811135e+00,7.869681563154092702e-03
5.771923974658219159e+00,3.446768086149038651e-03
5.776925641880626294e+00,4.132294950457938813e-03
5.781927309103034318e+00,6.392870770247804056e-03
5.786928976325441454e+00,2.524647247565275660e-03
5.791930643547848589e+00,5.992610264165380320e-04
5.796932310770256613e+00,7.158037314320129726e-03
5.801933977992663749e+00,6.566507733785598329e-03
5.806935645215070885e+00,6.011868605117645301e-03
5.811937312437478909e+00,6.318511400857318439e-03
5.816938979659886044e+00,8.639499207492420951e-03
